"classe", "MaxQ", "MinBER", "Attenuation" 
2, 145.7953, 0.0, 9.3240
2, 143.383544, 0.0, 9.38037
2, 141.006772, 0.0, 9.43675
2, 138.664594, 0.0, 9.49312
2, 136.356624, 0.0, 9.54949
2, 134.082477, 0.0, 9.60587
2, 131.841769, 0.0, 9.66224
2, 129.634121, 0.0, 9.71862
2, 127.459153, 0.0, 9.77499
2, 125.316488, 0.0, 9.83136
2, 123.205753, 0.0, 9.88774
2, 121.126575, 0.0, 9.94411
2, 119.078584, 0.0, 10.0005
2, 117.061413, 0.0, 10.0569
2, 115.074695, 0.0, 10.1132
2, 113.118068, 0.0, 10.1696
2, 111.191169, 0.0, 10.2260
2, 109.293641, 0.0, 10.2824
2, 107.425127, 0.0, 10.3387
2, 105.585272, 0.0, 10.3951
2, 103.773725, 0.0, 10.4515
2, 101.990136, 0.0, 10.5078
2, 100.234158, 0.0, 10.5642
2, 98.505445, 0.0, 10.6206
2, 96.803656, 0.0, 10.6770
2, 95.128451, 0.0, 10.7333
2, 93.479491, 0.0, 10.7897
2, 91.856442, 0.0, 10.8461
2, 90.258971, 0.0, 10.9025
2, 88.686747, 0.0, 10.9588
2, 87.139443, 0.0, 11.0152
2, 85.616734, 0.0, 11.0716
2, 84.118297, 0.0, 11.1280
2, 82.643811, 0.0, 11.1843
2, 81.19296, 0.0, 11.2407
2, 79.765427, 0.0, 11.2971
2, 78.360901, 0.0, 11.3535
2, 76.979071, 0.0, 11.4098
2, 75.61963, 0.0, 11.4662
2, 74.282274, 0.0, 11.5226
2, 72.966701, 0.0, 11.5789
2, 71.67261, 0.0, 11.6353
2, 70.399705, 0.0, 11.6917
2, 69.147693, 0.0, 11.7481
2, 67.916281, 0.0, 11.8044
2, 66.705181, 0.0, 11.8608
2, 65.514106, 0.0, 11.9172
2, 64.342774, 0.0, 11.9736
2, 63.190903, 0.0, 12.0299
2, 62.058215, 0.0, 12.0863
2, 60.944436, 0.0, 12.1427
2, 59.861855, 0.0, 12.1991
2, 58.797326, 0.0, 12.2554
2, 57.749968, 0.0, 12.3118
2, 56.719569, 0.0, 12.3682
2, 55.705922, 0.0, 12.4246
2, 54.708814, 0.0, 12.4809
2, 53.728037, 0.0, 12.5373
2, 52.763381, 0.0, 12.5937
2, 51.814637, 0.0, 12.6501
2, 50.881595, 0.0, 12.7064
2, 49.964047, 0.0, 12.7628
2, 49.061787, 0.0, 12.8192
2, 48.174607, 0.0, 12.8755
2, 47.302301, 0.0, 12.9319
2, 46.444664, 0.0, 12.9883
2, 45.601492, 0.0, 13.0447
2, 44.772583, 0.0, 13.1010
2, 43.957735, 0.0, 13.1574
2, 43.156747, 0.0, 13.2138
2, 42.369421, 0.0, 13.2702
2, 41.63967, 0.0, 13.3265
2, 40.963167, 0.0, 13.3829
2, 40.294343, 0.0, 13.4393
2, 39.633256, 0.0, 13.4957
2, 38.979956, 0.0, 13.5520
2, 38.334487, 0.0, 13.6084
2, 37.696884, 0.0, 13.6648
2, 37.067177, 0.0, 13.7212
2, 36.445389, 0.0, 13.7775
2, 35.831536, 0.0, 13.8339
2, 35.225786, 0.0, 13.8903
2, 34.631668, 0.0, 13.9466
2, 34.045154, 0.0, 14.0030
2, 33.466258, 0.0, 14.0594
2, 32.894989, 0.0, 14.1158
2, 32.331348, 0.0, 14.1721
2, 31.775332, 0.0, 14.2285
2, 31.226932, 0.0, 14.2849
2, 30.686134, 0.0, 14.3413
2, 30.152921, 0.0, 14.3976
2, 29.627269, 0.0, 14.4540
2, 29.109151, 0.0, 14.5104
2, 28.598536, 0.0, 14.5668
2, 28.095387, 0.0, 14.6231
2, 27.599667, 0.0, 14.6795
2, 27.111332, 0.0, 14.7359
2, 26.630337, 0.0, 14.7923
2, 26.156633, 0.0, 14.8486
2, 25.690169, 0.0, 14.9050
0, 1072.663116, 0.0, 1.2570
0, 1068.328992, 0.0, 1.27736
0, 1064.006695, 0.0, 1.29773
0, 1059.696236, 0.0, 1.31809
0, 1055.397621, 0.0, 1.33845
0, 1051.110858, 0.0, 1.35882
0, 1046.835953, 0.0, 1.37918
0, 1042.572914, 0.0, 1.39955
0, 1038.321747, 0.0, 1.41991
0, 1034.082457, 0.0, 1.44027
0, 1029.855049, 0.0, 1.46064
0, 1025.639527, 0.0, 1.4810
0, 1021.435898, 0.0, 1.50136
0, 1017.244163, 0.0, 1.52173
0, 1013.064328, 0.0, 1.54209
0, 1008.896394, 0.0, 1.56245
0, 1004.740365, 0.0, 1.58282
0, 1000.596242, 0.0, 1.60318
0, 996.464029, 0.0, 1.62355
0, 992.343725, 0.0, 1.64391
0, 988.235333, 0.0, 1.66427
0, 984.138852, 0.0, 1.68464
0, 980.054284, 0.0, 1.7050
0, 975.981628, 0.0, 1.72536
0, 971.920884, 0.0, 1.74573
0, 967.87205, 0.0, 1.76609
0, 963.835127, 0.0, 1.78645
0, 959.810111, 0.0, 1.80682
0, 955.797002, 0.0, 1.82718
0, 951.795797, 0.0, 1.84755
0, 947.806493, 0.0, 1.86791
0, 943.829087, 0.0, 1.88827
0, 939.863577, 0.0, 1.90864
0, 935.909958, 0.0, 1.9290
0, 931.968227, 0.0, 1.94936
0, 928.038378, 0.0, 1.96973
0, 924.120409, 0.0, 1.99009
0, 920.214313, 0.0, 2.01045
0, 916.320085, 0.0, 2.03082
0, 912.43772, 0.0, 2.05118
0, 908.567212, 0.0, 2.07155
0, 904.708554, 0.0, 2.09191
0, 900.861741, 0.0, 2.11227
0, 897.026764, 0.0, 2.13264
0, 893.203618, 0.0, 2.1530
0, 889.392294, 0.0, 2.17336
0, 885.592786, 0.0, 2.19373
0, 881.805084, 0.0, 2.21409
0, 878.029181, 0.0, 2.23445
0, 874.265069, 0.0, 2.25482
0, 870.512737, 0.0, 2.27518
0, 866.772178, 0.0, 2.29555
0, 863.043382, 0.0, 2.31591
0, 859.326338, 0.0, 2.33627
0, 855.621039, 0.0, 2.35664
0, 851.927472, 0.0, 2.3770
0, 848.245628, 0.0, 2.39736
0, 844.575496, 0.0, 2.41773
0, 840.917065, 0.0, 2.43809
0, 837.270325, 0.0, 2.45845
0, 833.635262, 0.0, 2.47882
0, 830.011867, 0.0, 2.49918
0, 826.400127, 0.0, 2.51955
0, 822.80003, 0.0, 2.53991
0, 819.211564, 0.0, 2.56027
0, 815.634715, 0.0, 2.58064
0, 812.069472, 0.0, 2.6010
0, 808.515821, 0.0, 2.62136
0, 804.973749, 0.0, 2.64173
0, 801.443243, 0.0, 2.66209
0, 797.924289, 0.0, 2.68245
0, 794.416873, 0.0, 2.70282
0, 790.920982, 0.0, 2.72318
0, 787.4366, 0.0, 2.74355
0, 783.963713, 0.0, 2.76391
0, 780.502307, 0.0, 2.78427
0, 777.052367, 0.0, 2.80464
0, 773.613878, 0.0, 2.8250
0, 770.186825, 0.0, 2.84536
0, 766.771192, 0.0, 2.86573
0, 763.366963, 0.0, 2.88609
0, 759.974124, 0.0, 2.90645
0, 756.592657, 0.0, 2.92682
0, 753.222547, 0.0, 2.94718
0, 749.863778, 0.0, 2.96755
0, 746.516334, 0.0, 2.98791
0, 743.180196, 0.0, 3.00827
0, 739.85535, 0.0, 3.02864
0, 736.541777, 0.0, 3.0490
0, 733.239461, 0.0, 3.06936
0, 729.948385, 0.0, 3.08973
0, 726.66853, 0.0, 3.11009
0, 723.39988, 0.0, 3.13045
0, 720.142418, 0.0, 3.15082
0, 716.896124, 0.0, 3.17118
0, 713.660981, 0.0, 3.19155
0, 710.436971, 0.0, 3.21191
0, 707.224076, 0.0, 3.23227
0, 704.022277, 0.0, 3.25264
0, 700.831556, 0.0, 3.2730
1, 694.2856, 0.0, 3.3150
1, 684.776446, 0.0, 3.37656
1, 675.367459, 0.0, 3.43811
1, 666.0581, 0.0, 3.49967
1, 656.847821, 0.0, 3.56122
1, 647.736064, 0.0, 3.62278
1, 638.722266, 0.0, 3.68433
1, 629.805852, 0.0, 3.74589
1, 620.986244, 0.0, 3.80744
1, 612.262854, 0.0, 3.8690
1, 603.63509, 0.0, 3.93056
1, 595.102351, 0.0, 3.99211
1, 586.664033, 0.0, 4.05367
1, 578.319527, 0.0, 4.11522
1, 570.068217, 0.0, 4.17678
1, 561.909485, 0.0, 4.23833
1, 553.842708, 0.0, 4.29989
1, 545.867258, 0.0, 4.36144
1, 537.982506, 0.0, 4.4230
1, 530.187818, 0.0, 4.48456
1, 522.482557, 0.0, 4.54611
1, 514.866086, 0.0, 4.60767
1, 507.337763, 0.0, 4.66922
1, 499.896946, 0.0, 4.73078
1, 492.542989, 0.0, 4.79233
1, 485.275246, 0.0, 4.85389
1, 478.093071, 0.0, 4.91544
1, 470.995813, 0.0, 4.9770
1, 463.982825, 0.0, 5.03856
1, 457.053456, 0.0, 5.10011
1, 450.207056, 0.0, 5.16167
1, 443.442974, 0.0, 5.22322
1, 436.760558, 0.0, 5.28478
1, 430.159159, 0.0, 5.34633
1, 423.638126, 0.0, 5.40789
1, 417.196808, 0.0, 5.46944
1, 410.834556, 0.0, 5.5310
1, 404.550721, 0.0, 5.59256
1, 398.344654, 0.0, 5.65411
1, 392.215709, 0.0, 5.71567
1, 386.163238, 0.0, 5.77722
1, 380.186596, 0.0, 5.83878
1, 374.28514, 0.0, 5.90033
1, 368.458226, 0.0, 5.96189
1, 362.705212, 0.0, 6.02344
1, 357.02546, 0.0, 6.0850
1, 351.41833, 0.0, 6.14656
1, 345.883186, 0.0, 6.20811
1, 340.419392, 0.0, 6.26967
1, 335.026316, 0.0, 6.33122
1, 329.703325, 0.0, 6.39278
1, 324.44979, 0.0, 6.45433
1, 319.265082, 0.0, 6.51589
1, 314.148578, 0.0, 6.57744
1, 309.099651, 0.0, 6.6390
1, 304.117682, 0.0, 6.70056
1, 299.202049, 0.0, 6.76211
1, 294.352136, 0.0, 6.82367
1, 289.567327, 0.0, 6.88522
1, 284.84701, 0.0, 6.94678
1, 280.190572, 0.0, 7.00833
1, 275.597406, 0.0, 7.06989
1, 271.066906, 0.0, 7.13144
1, 266.598466, 0.0, 7.1930
1, 262.191486, 0.0, 7.25456
1, 257.845367, 0.0, 7.31611
