"Classe de Chuva", "MaxQ", "MinBER", "Attenuation", "Distancia" 
0, 766.771192, 0.0, 2.86573, 1.5km
0, 763.366963, 0.0, 2.88609, 1.5km
0, 759.974124, 0.0, 2.90645, 1.5km
0, 756.592657, 0.0, 2.92682, 1.5km
0, 753.222547, 0.0, 2.94718, 1.5km
0, 749.863778, 0.0, 2.96755, 1.5km
0, 746.516334, 0.0, 2.98791, 1.5km
0, 743.180196, 0.0, 3.00827, 1.5km
0, 739.85535, 0.0, 3.02864, 1.5km
0, 736.541777, 0.0, 3.0490, 1.5km
0, 733.239461, 0.0, 3.06936, 1.5km
0, 729.948385, 0.0, 3.08973, 1.5km
0, 726.66853, 0.0, 3.11009, 1.5km
0, 723.39988, 0.0, 3.13045, 1.5km
0, 720.142418, 0.0, 3.15082, 1.5km
0, 716.896124, 0.0, 3.17118, 1.5km
0, 713.660981, 0.0, 3.19155, 1.5km
0, 710.436971, 0.0, 3.21191, 1.5km
0, 707.224076, 0.0, 3.23227, 1.5km
0, 704.022277, 0.0, 3.25264, 1.5km
0, 700.831556, 0.0, 3.2730, 1.5km
1, 694.2856, 0.0, 3.3150, 1.5km
1, 684.776446, 0.0, 3.37656, 1.5km
1, 675.367459, 0.0, 3.43811, 1.5km
1, 666.0581, 0.0, 3.49967, 1.5km
1, 656.847821, 0.0, 3.56122, 1.5km
1, 647.736064, 0.0, 3.62278, 1.5km
1, 638.722266, 0.0, 3.68433, 1.5km
1, 629.805852, 0.0, 3.74589, 1.5km
1, 620.986244, 0.0, 3.80744, 1.5km
1, 612.262854, 0.0, 3.8690, 1.5km
1, 603.63509, 0.0, 3.93056, 1.5km
1, 595.102351, 0.0, 3.99211, 1.5km
1, 586.664033, 0.0, 4.05367, 1.5km
1, 578.319527, 0.0, 4.11522, 1.5km
1, 570.068217, 0.0, 4.17678, 1.5km
1, 561.909485, 0.0, 4.23833, 1.5km
1, 553.842708, 0.0, 4.29989, 1.5km
1, 545.867258, 0.0, 4.36144, 1.5km
1, 537.982506, 0.0, 4.4230, 1.5km
1, 530.187818, 0.0, 4.48456, 1.5km
1, 522.482557, 0.0, 4.54611, 1.5km
1, 514.866086, 0.0, 4.60767, 1.5km
1, 507.337763, 0.0, 4.66922, 1.5km
1, 499.896946, 0.0, 4.73078, 1.5km
1, 492.542989, 0.0, 4.79233, 1.5km
1, 485.275246, 0.0, 4.85389, 1.5km
1, 478.093071, 0.0, 4.91544, 1.5km
1, 470.995813, 0.0, 4.9770, 1.5km
1, 463.982825, 0.0, 5.03856, 1.5km
1, 457.053456, 0.0, 5.10011, 1.5km
1, 450.207056, 0.0, 5.16167, 1.5km
1, 443.442974, 0.0, 5.22322, 1.5km
1, 436.760558, 0.0, 5.28478, 1.5km
1, 430.159159, 0.0, 5.34633, 1.5km
1, 423.638126, 0.0, 5.40789, 1.5km
1, 417.196808, 0.0, 5.46944, 1.5km
1, 410.834556, 0.0, 5.5310, 1.5km
1, 404.550721, 0.0, 5.59256, 1.5km
1, 398.344654, 0.0, 5.65411, 1.5km
1, 392.215709, 0.0, 5.71567, 1.5km
1, 386.163238, 0.0, 5.77722, 1.5km
1, 380.186596, 0.0, 5.83878, 1.5km
1, 374.28514, 0.0, 5.90033, 1.5km
1, 368.458226, 0.0, 5.96189, 1.5km
1, 362.705212, 0.0, 6.02344, 1.5km
1, 357.02546, 0.0, 6.0850, 1.5km
1, 351.41833, 0.0, 6.14656, 1.5km
1, 345.883186, 0.0, 6.20811, 1.5km
1, 340.419392, 0.0, 6.26967, 1.5km
1, 335.026316, 0.0, 6.33122, 1.5km
1, 329.703325, 0.0, 6.39278, 1.5km
1, 324.44979, 0.0, 6.45433, 1.5km
1, 319.265082, 0.0, 6.51589, 1.5km
1, 314.148578, 0.0, 6.57744, 1.5km
1, 309.099651, 0.0, 6.6390, 1.5km
1, 304.117682, 0.0, 6.70056, 1.5km
1, 299.202049, 0.0, 6.76211, 1.5km
1, 294.352136, 0.0, 6.82367, 1.5km
1, 289.567327, 0.0, 6.88522, 1.5km
1, 284.84701, 0.0, 6.94678, 1.5km
1, 280.190572, 0.0, 7.00833, 1.5km
1, 275.597406, 0.0, 7.06989, 1.5km
1, 271.066906, 0.0, 7.13144, 1.5km
1, 266.598466, 0.0, 7.1930, 1.5km
1, 262.191486, 0.0, 7.25456, 1.5km
1, 257.845367, 0.0, 7.31611, 1.5km
1, 253.55951, 0.0, 7.37767, 1.5km
1, 249.333321, 0.0, 7.43922, 1.5km
1, 245.166209, 0.0, 7.50078, 1.5km
1, 241.057584, 0.0, 7.56233, 1.5km
1, 237.006857, 0.0, 7.62389, 1.5km
1, 233.013445, 0.0, 7.68544, 1.5km
1, 229.076764, 0.0, 7.7470, 1.5km
1, 225.196236, 0.0, 7.80856, 1.5km
1, 221.371281, 0.0, 7.87011, 1.5km
1, 217.601326, 0.0, 7.93167, 1.5km
1, 213.885797, 0.0, 7.99322, 1.5km
1, 210.224126, 0.0, 8.05478, 1.5km
1, 206.615744, 0.0, 8.11633, 1.5km
1, 203.060086, 0.0, 8.17789, 1.5km
1, 199.556591, 0.0, 8.23944, 1.5km
1, 196.104698, 0.0, 8.3010, 1.5km
1, 192.70385, 0.0, 8.36256, 1.5km
1, 189.353493, 0.0, 8.42411, 1.5km
1, 186.053075, 0.0, 8.48567, 1.5km
1, 182.802047, 0.0, 8.54722, 1.5km
1, 179.599861, 0.0, 8.60878, 1.5km
1, 176.445974, 0.0, 8.67033, 1.5km
1, 173.339844, 0.0, 8.73189, 1.5km
1, 170.280933, 0.0, 8.79344, 1.5km
1, 167.268705, 0.0, 8.8550, 1.5km
1, 164.302626, 0.0, 8.91656, 1.5km
1, 161.382166, 0.0, 8.97811, 1.5km
1, 158.506796, 0.0, 9.03967, 1.5km
1, 155.675993, 0.0, 9.10122, 1.5km
1, 152.889233, 0.0, 9.16278, 1.5km
1, 150.145998, 0.0, 9.22433, 1.5km
1, 147.44577, 0.0, 9.28589, 1.5km
1, 144.788036, 0.0, 9.34744, 1.5km
1, 142.172285, 0.0, 9.4090, 1.5km
3, 26.438317, 0.0, 14.8150, 1.5km
3, 25.696389, 0.0, 14.9042, 1.5km
3, 24.972469, 0.0, 14.9935, 1.5km
3, 24.266326, 0.0, 15.0827, 1.5km
3, 23.57772, 0.0, 15.1720, 1.5km
3, 22.906396, 0.0, 15.2612, 1.5km
3, 22.252088, 0.0, 15.3505, 1.5km
3, 21.61452, 0.0, 15.4397, 1.5km
3, 20.99341, 0.0, 15.5289, 1.5km
3, 20.388467, 0.0, 15.6182, 1.5km
3, 19.799396, 0.0, 15.7074, 1.5km
3, 19.225895, 0.0, 15.7967, 1.5km
3, 18.667661, 0.0, 15.8859, 1.5km
3, 18.124387, 0.0, 15.9752, 1.5km
3, 17.595765, 0.0, 16.0644, 1.5km
3, 17.081485, 0.0, 16.1536, 1.5km
3, 16.581237, 0.0, 16.2429, 1.5km
3, 16.094712, 0.0, 16.3321, 1.5km
3, 15.621601, 0.0, 16.4214, 1.5km
3, 15.161598, 0.0, 16.5106, 1.5km
3, 14.714398, 0.0, 16.5998, 1.5km
3, 14.279699, 0.0, 16.6891, 1.5km
3, 13.8572, 0.0, 16.7783, 1.5km
3, 13.446607, 0.0, 16.8676, 1.5km
3, 13.047625, 0.0, 16.9568, 1.5km
3, 12.659967, 0.0, 17.0461, 1.5km
3, 12.283348, 0.0, 17.1353, 1.5km
3, 11.917487, 0.0, 17.2245, 1.5km
3, 11.562109, 0.0, 17.3138, 1.5km
3, 11.216941, 0.0, 17.4030, 1.5km
3, 10.881718, 0.0, 17.4923, 1.5km
3, 10.556178, 0.0, 17.5815, 1.5km
3, 10.240064, 0.0, 17.6708, 1.5km
3, 9.933124, 0.0, 17.76, 1.5km
3, 9.635112, 0.0, 17.8492, 1.5km
3, 9.345787, 0.0, 17.9385, 1.5km
3, 9.064911, 0.0, 18.0277, 1.5km
3, 8.792254, 0.0, 18.1170, 1.5km
3, 8.52759, 0.0, 18.2062, 1.5km
3, 8.270697, 0.0, 18.2955, 1.5km
3, 8.021459, 0.0, 18.3847, 1.5km
3, 7.779877, 0.0, 18.4739, 1.5km
3, 7.545408, 0.0, 18.5632, 1.5km
3, 7.317853, 0.0, 18.6524, 1.5km
3, 7.097016, 0.0, 18.7417, 1.5km
3, 6.882708, 0.0, 18.8309, 1.5km
3, 6.674743, 0.0, 18.9202, 1.5km
3, 6.472941, 0.0, 19.0094, 1.5km
3, 6.277126, 0.0, 19.0986, 1.5km
3, 6.087126, 0.0, 19.1879, 1.5km
3, 5.902775, 0.0, 19.2771, 1.5km
3, 5.723909, 0.0, 19.3664, 1.5km
3, 5.55037, 0.0, 19.4556, 1.5km
3, 5.382005, 0.0, 19.5448, 1.5km
3, 5.218664, 0.0, 19.6341, 1.5km
3, 5.060199, 0.0, 19.7233, 1.5km
3, 4.90647, 0.0, 19.8126, 1.5km
3, 4.757339, 1e-06, 19.9018, 1.5km
3, 4.612671, 2e-06, 19.9911, 1.5km
3, 4.472335, 4e-06, 20.0803, 1.5km
3, 4.336205, 7e-06, 20.1695, 1.5km
3, 4.204156, 1.3e-05, 20.2588, 1.5km
3, 4.07607, 2.3e-05, 20.3480, 1.5km
3, 3.951829, 3.9e-05, 20.4373, 1.5km
3, 3.831319, 6.4e-05, 20.5265, 1.5km
3, 3.714432, 0.000102, 20.6158, 1.5km
3, 3.601059, 0.000158, 20.7050, 1.5km
3, 3.491097, 0.00024, 20.7942, 1.5km
3, 3.384444, 0.000356, 20.8835, 1.5km
3, 3.281002, 0.000517, 20.9727, 1.5km
3, 3.180677, 0.000734, 21.0620, 1.5km
3, 3.083375, 0.001022, 21.1512, 1.5km
3, 2.989006, 0.001398, 21.2405, 1.5km
3, 2.897483, 0.001879, 21.3297, 1.5km
3, 2.808722, 0.002485, 21.4189, 1.5km
3, 2.722639, 0.003235, 21.5082, 1.5km
3, 2.639155, 0.004152, 21.5974, 1.5km
3, 2.558192, 0.005256, 21.6867, 1.5km
3, 2.479675, 0.006569, 21.7759, 1.5km
3, 2.403531, 0.008111, 21.8652, 1.5km
3, 2.329688, 0.009902, 21.9544, 1.5km
3, 2.253318, 0.012102, 22.0436, 1.5km
3, 2.170313, 0.014963, 22.1329, 1.5km
3, 2.080905, 0.018678, 22.2221, 1.5km
3, 1.985904, 0.023461, 22.3114, 1.5km
3, 1.886433, 0.029537, 22.4006, 1.5km
3, 0.0, 1.0, 22.4898, 1.5km
3, 0.0, 1.0, 22.5791, 1.5km
3, 0.0, 1.0, 22.6683, 1.5km
3, 0.0, 1.0, 22.7576, 1.5km
3, 0.0, 1.0, 22.8468, 1.5km
3, 0.0, 1.0, 22.9361, 1.5km
3, 0.0, 1.0, 23.0253, 1.5km
3, 0.0, 1.0, 23.1145, 1.5km
3, 0.0, 1.0, 23.2038, 1.5km
3, 0.0, 1.0, 23.2930, 1.5km
3, 0.0, 1.0, 23.3823, 1.5km
3, 0.0, 1.0, 23.4715, 1.5km
3, 0.0, 1.0, 23.5608, 1.5km
3, 0.0, 1.0, 23.65, 1.5km
2, 33.552358, 0.0, 9.3240, 2km
2, 32.79084, 0.0, 9.38037, 2km
2, 32.042882, 0.0, 9.43675, 2km
2, 31.308471, 0.0, 9.49312, 2km
2, 30.587581, 0.0, 9.54949, 2km
2, 29.880166, 0.0, 9.60587, 2km
2, 29.186168, 0.0, 9.66224, 2km
2, 28.505516, 0.0, 9.71862, 2km
2, 27.838127, 0.0, 9.77499, 2km
2, 27.183904, 0.0, 9.83136, 2km
2, 26.542742, 0.0, 9.88774, 2km
2, 25.914525, 0.0, 9.94411, 2km
2, 25.299128, 0.0, 10.0005, 2km
2, 24.696419, 0.0, 10.0569, 2km
2, 24.106256, 0.0, 10.1132, 2km
2, 23.528493, 0.0, 10.1696, 2km
2, 22.962976, 0.0, 10.2260, 2km
2, 22.409547, 0.0, 10.2824, 2km
2, 21.868042, 0.0, 10.3387, 2km
2, 21.338293, 0.0, 10.3951, 2km
2, 20.820128, 0.0, 10.4515, 2km
2, 20.313373, 0.0, 10.5078, 2km
2, 19.817851, 0.0, 10.5642, 2km
2, 19.333382, 0.0, 10.6206, 2km
2, 18.859783, 0.0, 10.6770, 2km
2, 18.396874, 0.0, 10.7333, 2km
2, 17.944468, 0.0, 10.7897, 2km
2, 17.502383, 0.0, 10.8461, 2km
2, 17.070432, 0.0, 10.9025, 2km
2, 16.64843, 0.0, 10.9588, 2km
2, 16.236194, 0.0, 11.0152, 2km
2, 15.833538, 0.0, 11.0716, 2km
2, 15.440278, 0.0, 11.1280, 2km
2, 15.056232, 0.0, 11.1843, 2km
2, 14.681218, 0.0, 11.2407, 2km
2, 14.315056, 0.0, 11.2971, 2km
2, 13.957567, 0.0, 11.3535, 2km
2, 13.608573, 0.0, 11.4098, 2km
2, 13.267899, 0.0, 11.4662, 2km
2, 12.935371, 0.0, 11.5226, 2km
2, 12.610818, 0.0, 11.5789, 2km
2, 12.29407, 0.0, 11.6353, 2km
2, 11.984959, 0.0, 11.6917, 2km
2, 11.68332, 0.0, 11.7481, 2km
2, 11.388991, 0.0, 11.8044, 2km
2, 11.101811, 0.0, 11.8608, 2km
2, 10.821622, 0.0, 11.9172, 2km
2, 10.548268, 0.0, 11.9736, 2km
2, 10.281597, 0.0, 12.0299, 2km
2, 10.021457, 0.0, 12.0863, 2km
2, 9.767701, 0.0, 12.1427, 2km
2, 9.520184, 0.0, 12.1991, 2km
2, 9.278762, 0.0, 12.2554, 2km
2, 9.043295, 0.0, 12.3118, 2km
2, 8.813646, 0.0, 12.3682, 2km
2, 8.589679, 0.0, 12.4246, 2km
2, 8.371262, 0.0, 12.4809, 2km
2, 8.158265, 0.0, 12.5373, 2km
2, 7.950781, 0.0, 12.5937, 2km
2, 7.748585, 0.0, 12.6501, 2km
2, 7.551416, 0.0, 12.7064, 2km
2, 7.359156, 0.0, 12.7628, 2km
2, 7.171686, 0.0, 12.8192, 2km
2, 6.988894, 0.0, 12.8755, 2km
2, 6.810666, 0.0, 12.9319, 2km
2, 6.636894, 0.0, 12.9883, 2km
2, 6.467471, 0.0, 13.0447, 2km
2, 6.302291, 0.0, 13.1010, 2km
2, 6.141251, 0.0, 13.1574, 2km
2, 5.984253, 0.0, 13.2138, 2km
2, 5.831197, 0.0, 13.2702, 2km
2, 5.681987, 0.0, 13.3265, 2km
2, 5.53653, 0.0, 13.3829, 2km
2, 5.394735, 0.0, 13.4393, 2km
2, 5.256511, 0.0, 13.4957, 2km
2, 5.121771, 0.0, 13.5520, 2km
2, 4.990429, 0.0, 13.6084, 2km
2, 4.862402, 1e-06, 13.6648, 2km
2, 4.737609, 1e-06, 13.7212, 2km
2, 4.615968, 2e-06, 13.7775, 2km
2, 4.497404, 3e-06, 13.8339, 2km
2, 4.381838, 6e-06, 13.8903, 2km
2, 4.269198, 1e-05, 13.9466, 2km
2, 4.15941, 1.6e-05, 14.0030, 2km
2, 4.052404, 2.5e-05, 14.0594, 2km
2, 3.948111, 3.9e-05, 14.1158, 2km
2, 3.846462, 6e-05, 14.1721, 2km
2, 3.747392, 8.9e-05, 14.2285, 2km
2, 3.650837, 0.000131, 14.2849, 2km
2, 3.556734, 0.000188, 14.3413, 2km
2, 3.465021, 0.000265, 14.3976, 2km
2, 3.375639, 0.000368, 14.4540, 2km
2, 3.288529, 0.000503, 14.5104, 2km
2, 3.203635, 0.000678, 14.5668, 2km
2, 3.1209, 0.000901, 14.6231, 2km
2, 3.040271, 0.001181, 14.6795, 2km
2, 2.961695, 0.001528, 14.7359, 2km
2, 2.885119, 0.001955, 14.7923, 2km
2, 2.810494, 0.002471, 14.8486, 2km
2, 2.73777, 0.00309, 14.9050, 2km
0, 697.40276, 0.0, 1.2570, 2km
0, 693.181536, 0.0, 1.27736, 2km
0, 688.979891, 0.0, 1.29773, 2km
0, 684.797781, 0.0, 1.31809, 2km
0, 680.63516, 0.0, 1.33845, 2km
0, 676.491982, 0.0, 1.35882, 2km
0, 672.3682, 0.0, 1.37918, 2km
0, 668.263767, 0.0, 1.39955, 2km
0, 664.178638, 0.0, 1.41991, 2km
0, 660.112763, 0.0, 1.44027, 2km
0, 656.066096, 0.0, 1.46064, 2km
0, 652.038588, 0.0, 1.4810, 2km
0, 648.030192, 0.0, 1.50136, 2km
0, 644.040858, 0.0, 1.52173, 2km
0, 640.070537, 0.0, 1.54209, 2km
0, 636.119181, 0.0, 1.56245, 2km
0, 632.186739, 0.0, 1.58282, 2km
0, 628.273162, 0.0, 1.60318, 2km
0, 624.3784, 0.0, 1.62355, 2km
0, 620.502402, 0.0, 1.64391, 2km
0, 616.645118, 0.0, 1.66427, 2km
0, 612.806498, 0.0, 1.68464, 2km
0, 608.98649, 0.0, 1.7050, 2km
0, 605.185042, 0.0, 1.72536, 2km
0, 601.402104, 0.0, 1.74573, 2km
0, 597.637624, 0.0, 1.76609, 2km
0, 593.89155, 0.0, 1.78645, 2km
0, 590.163829, 0.0, 1.80682, 2km
0, 586.45441, 0.0, 1.82718, 2km
0, 582.76324, 0.0, 1.84755, 2km
0, 579.090267, 0.0, 1.86791, 2km
0, 575.435437, 0.0, 1.88827, 2km
0, 571.798697, 0.0, 1.90864, 2km
0, 568.179995, 0.0, 1.9290, 2km
0, 564.579277, 0.0, 1.94936, 2km
0, 560.99649, 0.0, 1.96973, 2km
0, 557.431579, 0.0, 1.99009, 2km
0, 553.884492, 0.0, 2.01045, 2km
0, 550.355175, 0.0, 2.03082, 2km
0, 546.843572, 0.0, 2.05118, 2km
0, 543.349631, 0.0, 2.07155, 2km
0, 539.873297, 0.0, 2.09191, 2km
0, 536.414516, 0.0, 2.11227, 2km
0, 532.973233, 0.0, 2.13264, 2km
0, 529.549393, 0.0, 2.1530, 2km
0, 526.142942, 0.0, 2.17336, 2km
0, 522.753826, 0.0, 2.19373, 2km
0, 519.381988, 0.0, 2.21409, 2km
0, 516.027375, 0.0, 2.23445, 2km
0, 512.689932, 0.0, 2.25482, 2km
0, 509.369602, 0.0, 2.27518, 2km
0, 506.066332, 0.0, 2.29555, 2km
0, 502.780065, 0.0, 2.31591, 2km
0, 499.510746, 0.0, 2.33627, 2km
0, 496.258321, 0.0, 2.35664, 2km
0, 493.022733, 0.0, 2.3770, 2km
0, 489.803928, 0.0, 2.39736, 2km
0, 486.601849, 0.0, 2.41773, 2km
0, 483.416441, 0.0, 2.43809, 2km
0, 480.247648, 0.0, 2.45845, 2km
0, 477.095416, 0.0, 2.47882, 2km
0, 473.959687, 0.0, 2.49918, 2km
0, 470.840407, 0.0, 2.51955, 2km
0, 467.737519, 0.0, 2.53991, 2km
0, 464.650969, 0.0, 2.56027, 2km
0, 461.580699, 0.0, 2.58064, 2km
0, 458.526655, 0.0, 2.6010, 2km
0, 455.488779, 0.0, 2.62136, 2km
0, 452.467018, 0.0, 2.64173, 2km
0, 449.461314, 0.0, 2.66209, 2km
0, 446.471613, 0.0, 2.68245, 2km
0, 443.497857, 0.0, 2.70282, 2km
0, 440.539991, 0.0, 2.72318, 2km
0, 437.59796, 0.0, 2.74355, 2km
0, 434.671707, 0.0, 2.76391, 2km
0, 431.761177, 0.0, 2.78427, 2km
0, 428.866314, 0.0, 2.80464, 2km
0, 425.987062, 0.0, 2.8250, 2km
0, 423.123364, 0.0, 2.84536, 2km
0, 420.275167, 0.0, 2.86573, 2km
0, 417.442413, 0.0, 2.88609, 2km
0, 414.625046, 0.0, 2.90645, 2km
0, 411.823012, 0.0, 2.92682, 2km
0, 409.036255, 0.0, 2.94718, 2km
0, 406.264718, 0.0, 2.96755, 2km
0, 403.508347, 0.0, 2.98791, 2km
0, 400.767085, 0.0, 3.00827, 2km
0, 398.040877, 0.0, 3.02864, 2km
0, 395.329667, 0.0, 3.0490, 2km
0, 392.6334, 0.0, 3.06936, 2km
0, 389.952021, 0.0, 3.08973, 2km
0, 387.285474, 0.0, 3.11009, 2km
0, 384.633704, 0.0, 3.13045, 2km
0, 381.996655, 0.0, 3.15082, 2km
0, 379.374272, 0.0, 3.17118, 2km
0, 376.766501, 0.0, 3.19155, 2km
0, 374.173284, 0.0, 3.21191, 2km
0, 371.594569, 0.0, 3.23227, 2km
0, 369.030299, 0.0, 3.25264, 2km
0, 366.480419, 0.0, 3.2730, 2km
1, 361.266505, 0.0, 3.3150, 2km
1, 353.734126, 0.0, 3.37656, 2km
1, 346.330191, 0.0, 3.43811, 2km
1, 339.053194, 0.0, 3.49967, 2km
1, 331.901632, 0.0, 3.56122, 2km
1, 324.874011, 0.0, 3.62278, 2km
1, 317.968842, 0.0, 3.68433, 2km
1, 311.184642, 0.0, 3.74589, 2km
1, 304.519934, 0.0, 3.80744, 2km
1, 297.973248, 0.0, 3.8690, 2km
1, 291.543122, 0.0, 3.93056, 2km
1, 285.228097, 0.0, 3.99211, 2km
1, 279.026726, 0.0, 4.05367, 2km
1, 272.937566, 0.0, 4.11522, 2km
1, 266.959182, 0.0, 4.17678, 2km
1, 261.090146, 0.0, 4.23833, 2km
1, 255.329038, 0.0, 4.29989, 2km
1, 249.674446, 0.0, 4.36144, 2km
1, 244.124963, 0.0, 4.4230, 2km
1, 238.679193, 0.0, 4.48456, 2km
1, 233.335746, 0.0, 4.54611, 2km
1, 228.093239, 0.0, 4.60767, 2km
1, 222.950299, 0.0, 4.66922, 2km
1, 217.905559, 0.0, 4.73078, 2km
1, 212.957661, 0.0, 4.79233, 2km
1, 208.105253, 0.0, 4.85389, 2km
1, 203.346994, 0.0, 4.91544, 2km
1, 198.68155, 0.0, 4.9770, 2km
1, 194.107593, 0.0, 5.03856, 2km
1, 189.623806, 0.0, 5.10011, 2km
1, 185.228879, 0.0, 5.16167, 2km
1, 180.921511, 0.0, 5.22322, 2km
1, 176.700407, 0.0, 5.28478, 2km
1, 172.564284, 0.0, 5.34633, 2km
1, 168.511865, 0.0, 5.40789, 2km
1, 164.541881, 0.0, 5.46944, 2km
1, 160.653075, 0.0, 5.5310, 2km
1, 156.844195, 0.0, 5.59256, 2km
1, 153.113999, 0.0, 5.65411, 2km
1, 149.461255, 0.0, 5.71567, 2km
1, 145.884739, 0.0, 5.77722, 2km
1, 142.383235, 0.0, 5.83878, 2km
1, 138.955538, 0.0, 5.90033, 2km
1, 135.600451, 0.0, 5.96189, 2km
1, 132.316786, 0.0, 6.02344, 2km
1, 129.103366, 0.0, 6.0850, 2km
1, 125.959023, 0.0, 6.14656, 2km
1, 122.882597, 0.0, 6.20811, 2km
1, 119.872939, 0.0, 6.26967, 2km
1, 116.92891, 0.0, 6.33122, 2km
1, 114.04938, 0.0, 6.39278, 2km
1, 111.233231, 0.0, 6.45433, 2km
1, 108.479353, 0.0, 6.51589, 2km
1, 105.786647, 0.0, 6.57744, 2km
1, 103.154025, 0.0, 6.6390, 2km
1, 100.580409, 0.0, 6.70056, 2km
1, 98.064731, 0.0, 6.76211, 2km
1, 95.605936, 0.0, 6.82367, 2km
1, 93.202976, 0.0, 6.88522, 2km
1, 90.854818, 0.0, 6.94678, 2km
1, 88.560438, 0.0, 7.00833, 2km
1, 86.318823, 0.0, 7.06989, 2km
1, 84.128972, 0.0, 7.13144, 2km
1, 81.989894, 0.0, 7.1930, 2km
1, 79.900612, 0.0, 7.25456, 2km
1, 77.860158, 0.0, 7.31611, 2km
1, 75.867577, 0.0, 7.37767, 2km
1, 73.921926, 0.0, 7.43922, 2km
1, 72.022272, 0.0, 7.50078, 2km
1, 70.167696, 0.0, 7.56233, 2km
1, 68.35729, 0.0, 7.62389, 2km
1, 66.590157, 0.0, 7.68544, 2km
1, 64.865413, 0.0, 7.7470, 2km
1, 63.182187, 0.0, 7.80856, 2km
1, 61.539619, 0.0, 7.87011, 2km
1, 59.948394, 0.0, 7.93167, 2km
1, 58.402244, 0.0, 7.99322, 2km
1, 56.892321, 0.0, 8.05478, 2km
1, 55.417978, 0.0, 8.11633, 2km
1, 53.978566, 0.0, 8.17789, 2km
1, 52.573439, 0.0, 8.23944, 2km
1, 51.20195, 0.0, 8.3010, 2km
1, 49.863456, 0.0, 8.36256, 2km
1, 48.557316, 0.0, 8.42411, 2km
1, 47.282892, 0.0, 8.48567, 2km
1, 46.039553, 0.0, 8.54722, 2km
1, 44.826668, 0.0, 8.60878, 2km
1, 43.643616, 0.0, 8.67033, 2km
1, 42.489778, 0.0, 8.73189, 2km
1, 41.434626, 0.0, 8.79344, 2km
1, 40.455627, 0.0, 8.8550, 2km
1, 39.492998, 0.0, 8.91656, 2km
1, 38.546895, 0.0, 8.97811, 2km
1, 37.61744, 0.0, 9.03967, 2km
1, 36.704728, 0.0, 9.10122, 2km
1, 35.80882, 0.0, 9.16278, 2km
1, 34.931849, 0.0, 9.22433, 2km
1, 34.074859, 0.0, 9.28589, 2km
1, 33.234014, 0.0, 9.34744, 2km
1, 32.409337, 0.0, 9.4090, 2km
3, 2.854775, 0.002151, 14.8150, 2km
3, 2.738735, 0.003081, 14.9042, 2km
3, 2.627343, 0.004299, 14.9935, 2km
3, 2.520413, 0.005855, 15.0827, 2km
3, 2.417769, 0.0078, 15.1720, 2km
3, 2.31924, 0.010181, 15.2612, 2km
3, 2.206181, 0.01366, 15.3505, 2km
3, 2.093335, 0.018118, 15.4397, 2km
3, 1.9769, 0.023964, 15.5289, 2km
3, 0.0, 1.0, 15.6182, 2km
3, 0.0, 1.0, 15.7074, 2km
3, 0.0, 1.0, 15.7967, 2km
3, 0.0, 1.0, 15.8859, 2km
3, 0.0, 1.0, 15.9752, 2km
3, 0.0, 1.0, 16.0644, 2km
3, 0.0, 1.0, 16.1536, 2km
3, 0.0, 1.0, 16.2429, 2km
3, 0.0, 1.0, 16.3321, 2km
3, 0.0, 1.0, 16.4214, 2km
3, 0.0, 1.0, 16.5106, 2km
3, 0.0, 1.0, 16.5998, 2km
3, 0.0, 1.0, 16.6891, 2km
3, 0.0, 1.0, 16.7783, 2km
3, 0.0, 1.0, 16.8676, 2km
3, 0.0, 1.0, 16.9568, 2km
3, 0.0, 1.0, 17.0461, 2km
3, 0.0, 1.0, 17.1353, 2km
3, 0.0, 1.0, 17.2245, 2km
3, 0.0, 1.0, 17.3138, 2km
3, 0.0, 1.0, 17.4030, 2km
3, 0.0, 1.0, 17.4923, 2km
3, 0.0, 1.0, 17.5815, 2km
3, 0.0, 1.0, 17.6708, 2km
3, 0.0, 1.0, 17.76, 2km
3, 0.0, 1.0, 17.8492, 2km
3, 0.0, 1.0, 17.9385, 2km
3, 0.0, 1.0, 18.0277, 2km
3, 0.0, 1.0, 18.1170, 2km
3, 0.0, 1.0, 18.2062, 2km
3, 0.0, 1.0, 18.2955, 2km
3, 0.0, 1.0, 18.3847, 2km
3, 0.0, 1.0, 18.4739, 2km
3, 0.0, 1.0, 18.5632, 2km
3, 0.0, 1.0, 18.6524, 2km
3, 0.0, 1.0, 18.7417, 2km
3, 0.0, 1.0, 18.8309, 2km
3, 0.0, 1.0, 18.9202, 2km
3, 0.0, 1.0, 19.0094, 2km
3, 0.0, 1.0, 19.0986, 2km
3, 0.0, 1.0, 19.1879, 2km
3, 0.0, 1.0, 19.2771, 2km
3, 0.0, 1.0, 19.3664, 2km
3, 0.0, 1.0, 19.4556, 2km
3, 0.0, 1.0, 19.5448, 2km
3, 0.0, 1.0, 19.6341, 2km
3, 0.0, 1.0, 19.7233, 2km
3, 0.0, 1.0, 19.8126, 2km
3, 0.0, 1.0, 19.9018, 2km
3, 0.0, 1.0, 19.9911, 2km
3, 0.0, 1.0, 20.0803, 2km
3, 0.0, 1.0, 20.1695, 2km
3, 0.0, 1.0, 20.2588, 2km
3, 0.0, 1.0, 20.3480, 2km
3, 0.0, 1.0, 20.4373, 2km
3, 0.0, 1.0, 20.5265, 2km
3, 0.0, 1.0, 20.6158, 2km
