"classe", "MaxQ", "MinBER", "Attenuation" 
1, 20.582757, 0.0, 7.62389
1, 19.901043, 0.0, 7.68544
1, 19.239976, 0.0, 7747.0
1, 18.599096, 0.0, 7.80856
1, 17.977935, 0.0, 7.87011
1, 17.376026, 0.0, 7.93167
1, 16.792897, 0.0, 7.99322
1, 16.228078, 0.0, 8.05478
1, 15.681099, 0.0, 8.11633
1, 15.151495, 0.0, 8.17789
1, 14.638802, 0.0, 8.23944
1, 14.142561, 0.0, 8301.0
1, 13.662319, 0.0, 8.36256
1, 13.197626, 0.0, 8.42411
1, 12.748043, 0.0, 8.48567
1, 12.313134, 0.0, 8.54722
1, 11.892473, 0.0, 8.60878
1, 11.48564, 0.0, 8.67033
1, 11.092224, 0.0, 8.73189
1, 10.711822, 0.0, 8.79344
1, 10.34404, 0.0, 8855.0
1, 9.988493, 0.0, 8.91656
1, 9.644804, 0.0, 8.97811
1, 9.312605, 0.0, 9.03967
1, 8.991537, 0.0, 9.10122
1, 8.68125, 0.0, 9.16278
1, 8.381405, 0.0, 9.22433
1, 8.091668, 0.0, 9.28589
1, 7.812172, 0.0, 9.34744
1, 7.542135, 0.0, 9409.0
3, 0.0, 1.0, 14815.0
3, 0.0, 1.0, 14.9042
3, 0.0, 1.0, 14.9935
3, 0.0, 1.0, 15.0827
3, 0.0, 1.0, 15172.0
3, 0.0, 1.0, 15.2612
3, 0.0, 1.0, 15.3505
3, 0.0, 1.0, 15.4397
3, 0.0, 1.0, 15.5289
3, 0.0, 1.0, 15.6182
3, 0.0, 1.0, 15.7074
3, 0.0, 1.0, 15.7967
3, 0.0, 1.0, 15.8859
3, 0.0, 1.0, 15.9752
3, 0.0, 1.0, 16.0644
3, 0.0, 1.0, 16.1536
3, 0.0, 1.0, 16.2429
3, 0.0, 1.0, 16.3321
3, 0.0, 1.0, 16.4214
3, 0.0, 1.0, 16.5106
3, 0.0, 1.0, 16.5998
3, 0.0, 1.0, 16.6891
3, 0.0, 1.0, 16.7783
3, 0.0, 1.0, 16.8676
3, 0.0, 1.0, 16.9568
3, 0.0, 1.0, 17.0461
3, 0.0, 1.0, 17.1353
3, 0.0, 1.0, 17.2245
3, 0.0, 1.0, 17.3138
3, 0.0, 1.0, 17403.0
3, 0.0, 1.0, 17.4923
3, 0.0, 1.0, 17.5815
3, 0.0, 1.0, 17.6708
3, 0.0, 1.0, 17.76
3, 0.0, 1.0, 17.8492
3, 0.0, 1.0, 17.9385
3, 0.0, 1.0, 18.0277
3, 0.0, 1.0, 18117.0
3, 0.0, 1.0, 18.2062
3, 0.0, 1.0, 18.2955
3, 0.0, 1.0, 18.3847
3, 0.0, 1.0, 18.4739
3, 0.0, 1.0, 18.5632
3, 0.0, 1.0, 18.6524
3, 0.0, 1.0, 18.7417
3, 0.0, 1.0, 18.8309
3, 0.0, 1.0, 18.9202
3, 0.0, 1.0, 19.0094
3, 0.0, 1.0, 19.0986
3, 0.0, 1.0, 19.1879
3, 0.0, 1.0, 19.2771
3, 0.0, 1.0, 19.3664
3, 0.0, 1.0, 19.4556
3, 0.0, 1.0, 19.5448
3, 0.0, 1.0, 19.6341
3, 0.0, 1.0, 19.7233
3, 0.0, 1.0, 19.8126
3, 0.0, 1.0, 19.9018
3, 0.0, 1.0, 19.9911
3, 0.0, 1.0, 20.0803
3, 0.0, 1.0, 20.1695
3, 0.0, 1.0, 20.2588
3, 0.0, 1.0, 20348.0
3, 0.0, 1.0, 20.4373
3, 0.0, 1.0, 20.5265
3, 0.0, 1.0, 20.6158
3, 0.0, 1.0, 20705.0
3, 0.0, 1.0, 20.7942
3, 0.0, 1.0, 20.8835
3, 0.0, 1.0, 20.9727
3, 0.0, 1.0, 21062.0
3, 0.0, 1.0, 21.1512
3, 0.0, 1.0, 21.2405
3, 0.0, 1.0, 21.3297
3, 0.0, 1.0, 21.4189
3, 0.0, 1.0, 21.5082
3, 0.0, 1.0, 21.5974
3, 0.0, 1.0, 21.6867
3, 0.0, 1.0, 21.7759
3, 0.0, 1.0, 21.8652
3, 0.0, 1.0, 21.9544
3, 0.0, 1.0, 22.0436
3, 0.0, 1.0, 22.1329
3, 0.0, 1.0, 22.2221
3, 0.0, 1.0, 22.3114
3, 0.0, 1.0, 22.4006
3, 0.0, 1.0, 22.4898
3, 0.0, 1.0, 22.5791
3, 0.0, 1.0, 22.6683
3, 0.0, 1.0, 22.7576
3, 0.0, 1.0, 22.8468
3, 0.0, 1.0, 22.9361
3, 0.0, 1.0, 23.0253
3, 0.0, 1.0, 23.1145
3, 0.0, 1.0, 23.2038
3, 0.0, 1.0, 23293.0
3, 0.0, 1.0, 23.3823
3, 0.0, 1.0, 23.4715
3, 0.0, 1.0, 23.5608
3, 0.0, 1.0, 23.65
